index,216,214,215,212,213,210,211,165,133,132,131,130,137,136,135,134,139,138,166,24,25,26,27,20,21,22,23,160,28,29,161,0,4,8,163,119,120,121,122,123,124,125,126,127,128,129,167,118,59,58,55,54,57,56,51,50,53,52,164,201,199,179,200,195,194,197,178,191,190,193,192,115,114,88,89,111,110,113,112,82,83,80,81,86,87,84,85,198,206,3,177,7,108,109,102,103,100,101,106,107,104,105,39,38,33,32,31,30,37,36,35,34,205,176,60,61,62,63,64,65,66,67,68,69,175,174,173,172,171,170,203,181,182,183,180,2,162,187,184,6,186,188,189,202,196,185,99,98,168,169,91,90,93,92,95,94,97,96,11,10,13,12,15,14,17,16,19,18,117,116,204,151,150,153,152,155,154,157,156,159,158,207,48,49,46,47,44,45,42,43,40,41,1,5,9,146,147,144,145,142,143,140,141,209,208,148,149,77,76,75,74,73,72,71,70,79,78
2015-07-01,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;238.0;,;0.0;,;0.0;,;240.0;,;12.0;,;288.0;,;0.0;,;490.0;,;0.0;,;120.0;,;0.0;,;0.0;,;4476.0;,;415.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4.0;,;85.0;,;62.0;,;52.0;,;4.0;,;4.0;,;105.0;,;3.0;,;21.0;,;18.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;130.0;,;5.0;,;99.0;,;10.0;,;40.0;,;0.0;,;40.0;,;24.0;,;0.0;,;0.0;,;202.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;19.0;,;0.0;,;448.0;,;387.0;,;381.0;,;24.0;,;0.0;,;15.0;,;170.0;,;0.0;,;0.0;,;85.0;,;110.0;,;9.0;,;58.0;,;4.0;,;4.0;,;13.0;,;96.0;,;22.0;,;95.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2352.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;65.0;,;1161.0;,;264.0;,;300.0;,;0.0;,;0.0;,;91.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;27.0;,;6.0;,;10.0;,;74.0;,;16.0;,;6.0;,;27.0;,;132.0;,;102.0;,;167.0;,;1733.0;,;1179.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;49.0;,;29.0;,;103.0;,;8.0;,;150.0;,;8.0;,;58.0;,;432.0;,;38.0;,;19.0;
2015-07-02,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;201.0;,;0.0;,;0.0;,;238.0;,;0.0;,;279.0;,;0.0;,;475.0;,;0.0;,;111.0;,;0.0;,;0.0;,;4804.0;,;459.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4.0;,;84.0;,;52.0;,;51.0;,;3.0;,;3.0;,;96.0;,;10.0;,;14.0;,;12.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;290.0;,;20.0;,;98.0;,;10.0;,;50.0;,;20.0;,;40.0;,;24.0;,;0.0;,;0.0;,;200.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;19.0;,;0.0;,;437.0;,;400.0;,;582.0;,;24.0;,;0.0;,;15.0;,;168.0;,;0.0;,;0.0;,;83.0;,;284.0;,;8.0;,;57.0;,;4.0;,;4.0;,;12.0;,;93.0;,;22.0;,;93.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2475.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;65.0;,;1277.0;,;262.0;,;253.0;,;0.0;,;0.0;,;87.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;18.0;,;4.0;,;0.0;,;74.0;,;12.0;,;0.0;,;12.0;,;111.0;,;108.0;,;157.0;,;1705.0;,;1282.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;65.0;,;29.0;,;102.0;,;8.0;,;170.0;,;8.0;,;57.0;,;428.0;,;38.0;,;19.0;
2015-07-03,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;840.0;,;0.0;,;0.0;,;236.0;,;0.0;,;267.0;,;0.0;,;454.0;,;0.0;,;104.0;,;0.0;,;0.0;,;4801.0;,;458.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;3.0;,;83.0;,;36.0;,;48.0;,;2.0;,;2.0;,;78.0;,;10.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;329.0;,;20.0;,;128.0;,;10.0;,;50.0;,;20.0;,;39.0;,;24.0;,;0.0;,;0.0;,;198.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;19.0;,;0.0;,;421.0;,;397.0;,;766.0;,;23.0;,;0.0;,;15.0;,;166.0;,;0.0;,;0.0;,;100.0;,;281.0;,;8.0;,;55.0;,;4.0;,;4.0;,;12.0;,;90.0;,;21.0;,;92.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2504.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;64.0;,;1263.0;,;259.0;,;173.0;,;0.0;,;0.0;,;82.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;73.0;,;11.0;,;0.0;,;0.0;,;98.0;,;102.0;,;150.0;,;1848.0;,;1276.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;64.0;,;50.0;,;101.0;,;8.0;,;169.0;,;8.0;,;56.0;,;424.0;,;37.0;,;19.0;
2015-07-04,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;833.0;,;0.0;,;0.0;,;233.0;,;0.0;,;250.0;,;0.0;,;427.0;,;0.0;,;94.0;,;0.0;,;0.0;,;4757.0;,;555.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2.0;,;81.0;,;0.0;,;84.0;,;0.0;,;0.0;,;71.0;,;10.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;101.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;339.0;,;20.0;,;127.0;,;10.0;,;49.0;,;20.0;,;39.0;,;23.0;,;0.0;,;0.0;,;195.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;18.0;,;0.0;,;402.0;,;393.0;,;759.0;,;22.0;,;0.0;,;14.0;,;164.0;,;0.0;,;0.0;,;99.0;,;382.0;,;7.0;,;52.0;,;4.0;,;4.0;,;11.0;,;86.0;,;20.0;,;89.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2531.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;63.0;,;1248.0;,;307.0;,;0.0;,;0.0;,;0.0;,;63.0;,;55.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;72.0;,;9.0;,;0.0;,;0.0;,;63.0;,;92.0;,;128.0;,;1824.0;,;1263.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;64.0;,;50.0;,;100.0;,;8.0;,;355.0;,;7.0;,;55.0;,;418.0;,;37.0;,;18.0;
2015-07-05,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;825.0;,;0.0;,;0.0;,;239.0;,;0.0;,;192.0;,;0.0;,;387.0;,;0.0;,;80.0;,;0.0;,;0.0;,;4690.0;,;550.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;79.0;,;0.0;,;103.0;,;0.0;,;0.0;,;60.0;,;10.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;110.0;,;111.0;,;0.0;,;0.0;,;0.0;,;0.0;,;359.0;,;19.0;,;125.0;,;9.0;,;49.0;,;19.0;,;38.0;,;23.0;,;0.0;,;0.0;,;192.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;18.0;,;0.0;,;378.0;,;388.0;,;742.0;,;22.0;,;0.0;,;14.0;,;161.0;,;0.0;,;0.0;,;97.0;,;384.0;,;6.0;,;48.0;,;3.0;,;10.0;,;9.0;,;74.0;,;18.0;,;85.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2487.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;61.0;,;1226.0;,;302.0;,;0.0;,;0.0;,;0.0;,;43.0;,;79.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;71.0;,;6.0;,;0.0;,;0.0;,;66.0;,;89.0;,;108.0;,;1802.0;,;1247.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;63.0;,;49.0;,;98.0;,;7.0;,;352.0;,;7.0;,;54.0;,;412.0;,;36.0;,;18.0;
2015-07-06,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;815.0;,;0.0;,;0.0;,;236.0;,;0.0;,;335.0;,;0.0;,;327.0;,;0.0;,;54.0;,;0.0;,;0.0;,;4924.0;,;544.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;78.0;,;0.0;,;102.0;,;0.0;,;0.0;,;41.0;,;20.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;115.0;,;110.0;,;0.0;,;0.0;,;0.0;,;0.0;,;367.0;,;19.0;,;124.0;,;9.0;,;48.0;,;19.0;,;38.0;,;23.0;,;0.0;,;0.0;,;188.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;17.0;,;0.0;,;343.0;,;383.0;,;887.0;,;21.0;,;0.0;,;45.0;,;158.0;,;0.0;,;0.0;,;96.0;,;380.0;,;4.0;,;41.0;,;2.0;,;15.0;,;6.0;,;62.0;,;15.0;,;81.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2458.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;11.0;,;257.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;59.0;,;1267.0;,;298.0;,;0.0;,;0.0;,;0.0;,;0.0;,;79.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;69.0;,;0.0;,;0.0;,;85.0;,;65.0;,;248.0;,;74.0;,;1844.0;,;1367.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;75.0;,;48.0;,;97.0;,;7.0;,;349.0;,;6.0;,;53.0;,;404.0;,;35.0;,;17.0;
2015-07-07,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;804.0;,;0.0;,;0.0;,;232.0;,;0.0;,;332.0;,;0.0;,;785.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5268.0;,;537.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;142.0;,;0.0;,;123.0;,;0.0;,;0.0;,;0.0;,;20.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;146.0;,;109.0;,;0.0;,;0.0;,;0.0;,;0.0;,;468.0;,;24.0;,;122.0;,;9.0;,;47.0;,;19.0;,;37.0;,;22.0;,;0.0;,;0.0;,;184.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;17.0;,;0.0;,;755.0;,;377.0;,;902.0;,;20.0;,;0.0;,;45.0;,;154.0;,;0.0;,;0.0;,;94.0;,;375.0;,;25.0;,;27.0;,;0.0;,;15.0;,;0.0;,;43.0;,;10.0;,;75.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2597.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;11.0;,;394.0;,;0.0;,;38.0;,;0.0;,;0.0;,;0.0;,;0.0;,;57.0;,;1368.0;,;294.0;,;0.0;,;0.0;,;0.0;,;0.0;,;170.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;20.0;,;0.0;,;68.0;,;0.0;,;0.0;,;84.0;,;81.0;,;243.0;,;0.0;,;1927.0;,;1359.0;,;75.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;74.0;,;47.0;,;112.0;,;6.0;,;395.0;,;5.0;,;51.0;,;395.0;,;34.0;,;17.0;
2015-07-08,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;791.0;,;0.0;,;0.0;,;228.0;,;0.0;,;329.0;,;0.0;,;778.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5359.0;,;529.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;141.0;,;0.0;,;122.0;,;0.0;,;0.0;,;0.0;,;20.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;180.0;,;108.0;,;0.0;,;0.0;,;0.0;,;0.0;,;463.0;,;24.0;,;120.0;,;9.0;,;46.0;,;18.0;,;36.0;,;22.0;,;0.0;,;0.0;,;178.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;16.0;,;0.0;,;1055.0;,;410.0;,;893.0;,;18.0;,;0.0;,;44.0;,;149.0;,;0.0;,;0.0;,;92.0;,;394.0;,;25.0;,;26.0;,;0.0;,;15.0;,;0.0;,;0.0;,;0.0;,;65.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2649.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;11.0;,;556.0;,;5.0;,;38.0;,;0.0;,;43.0;,;0.0;,;0.0;,;55.0;,;1488.0;,;289.0;,;0.0;,;0.0;,;0.0;,;0.0;,;169.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;30.0;,;0.0;,;65.0;,;0.0;,;0.0;,;83.0;,;80.0;,;236.0;,;0.0;,;1918.0;,;1521.0;,;74.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;74.0;,;46.0;,;132.0;,;5.0;,;405.0;,;4.0;,;48.0;,;382.0;,;33.0;,;16.0;
2015-07-09,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;775.0;,;574.0;,;0.0;,;222.0;,;0.0;,;325.0;,;0.0;,;771.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5573.0;,;518.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;139.0;,;0.0;,;121.0;,;0.0;,;0.0;,;0.0;,;19.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;205.0;,;106.0;,;0.0;,;0.0;,;0.0;,;0.0;,;458.0;,;23.0;,;115.0;,;8.0;,;45.0;,;18.0;,;35.0;,;21.0;,;0.0;,;0.0;,;170.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;14.0;,;0.0;,;1175.0;,;455.0;,;874.0;,;15.0;,;0.0;,;44.0;,;142.0;,;0.0;,;0.0;,;90.0;,;423.0;,;25.0;,;25.0;,;5.0;,;14.0;,;0.0;,;0.0;,;0.0;,;48.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2750.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5.0;,;14.0;,;0.0;,;0.0;,;11.0;,;567.0;,;5.0;,;37.0;,;15.0;,;43.0;,;89.0;,;20.0;,;52.0;,;1473.0;,;282.0;,;0.0;,;60.0;,;0.0;,;0.0;,;167.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;45.0;,;40.0;,;0.0;,;62.0;,;0.0;,;0.0;,;82.0;,;80.0;,;223.0;,;205.0;,;2073.0;,;1521.0;,;74.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;73.0;,;45.0;,;141.0;,;0.0;,;402.0;,;0.0;,;46.0;,;361.0;,;31.0;,;14.0;
2015-07-10,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;756.0;,;899.0;,;0.0;,;215.0;,;0.0;,;321.0;,;0.0;,;1095.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5645.0;,;495.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;136.0;,;0.0;,;119.0;,;0.0;,;0.0;,;0.0;,;19.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;204.0;,;105.0;,;0.0;,;0.0;,;0.0;,;0.0;,;451.0;,;23.0;,;111.0;,;8.0;,;44.0;,;17.0;,;33.0;,;20.0;,;0.0;,;0.0;,;160.0;,;0.0;,;0.0;,;0.0;,;0.0;,;40.0;,;3.0;,;24.0;,;4.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;12.0;,;0.0;,;1328.0;,;515.0;,;857.0;,;10.0;,;0.0;,;43.0;,;174.0;,;0.0;,;0.0;,;87.0;,;419.0;,;24.0;,;23.0;,;35.0;,;14.0;,;0.0;,;0.0;,;0.0;,;43.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2819.0;,;0.0;,;0.0;,;0.0;,;10.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5.0;,;14.0;,;0.0;,;0.0;,;11.0;,;562.0;,;5.0;,;37.0;,;15.0;,;42.0;,;114.0;,;41.0;,;47.0;,;1503.0;,;275.0;,;0.0;,;59.0;,;0.0;,;0.0;,;165.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;45.0;,;40.0;,;0.0;,;59.0;,;0.0;,;0.0;,;81.0;,;79.0;,;220.0;,;203.0;,;2110.0;,;1534.0;,;115.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;72.0;,;44.0;,;139.0;,;0.0;,;398.0;,;0.0;,;43.0;,;346.0;,;28.0;,;12.0;
